#{"t_start": 1777396576.1034884, "env_id": "None"}
r,l,t
-3.638551,100,309.627294
-6.997709,100,309.979475
-8.199181,100,310.319239
-8.373404,100,310.645194
-7.662415,100,310.984721
-7.310865,100,311.324541
-10.495491,100,313.695212
-6.27253,100,314.008834
-3.739823,100,314.355214
-7.614364,100,314.674732
-4.784485,100,314.991644
-4.458064,100,315.330589
-7.089985,100,315.638729
-4.656701,100,315.952995
-1.642033,100,316.26354
-6.392378,100,316.574874
-9.407025,100,316.884862
-7.813209,100,317.188796
-11.31753,100,317.49239
-12.497943,100,317.788944
-10.677346,100,318.099214
-4.666108,100,318.407989
-1.657243,100,318.7282
-3.40877,100,319.043628
-7.231051,100,319.374307
-5.134996,100,319.705215
-10.922399,100,322.059629
-6.348555,100,322.367794
-2.161598,100,322.684382
-5.236276,100,322.990181
-9.758505,100,323.296944
-8.621374,100,323.630027
-7.322036,100,323.944952
-6.945448,100,324.260925
-6.715635,100,324.587795
-1.7514,100,324.905475
-10.742718,100,325.226618
-9.041756,100,325.549149
-6.268802,100,325.883546
-9.234557,100,326.202398
-5.327605,100,326.526204
-4.646939,100,326.8616
-5.580264,100,327.189181
-3.000116,100,327.516861
-4.07517,100,327.85945
-8.401066,100,328.194778
-8.792563,100,328.523995
-5.597079,100,330.839698
-8.756795,100,331.147309
-2.952658,100,331.452986
-8.426359,100,331.757021
-4.352621,100,332.088558
-7.233085,100,332.400784
-3.205026,100,332.711431
-4.62084,100,333.036999
-3.856977,100,333.356773
-7.068565,100,333.677592
-8.462717,100,334.012524
-4.656367,100,334.331
-8.63696,100,334.659394
-5.238148,100,334.979273
-10.70205,100,335.313273
-4.930488,100,335.65293
-3.918811,100,335.993887
0.262521,100,336.338412
-3.73975,100,336.6745
-7.981268,100,337.007822
-5.86527,100,339.370127
-6.69913,100,339.6782
-3.523226,100,339.976386
-13.090503,100,340.281936
-5.797096,100,340.587027
-9.455798,100,340.899005
-3.642566,100,341.211493
-9.644232,100,341.539956
-7.773819,100,341.861353
-8.166501,100,342.190881
-7.302512,100,342.527276
-8.724609,100,342.86133
-4.928543,100,343.183318
-5.515296,100,343.52034
-5.917738,100,343.850745
-7.104877,100,344.178073
-8.765576,100,344.529927
-3.23067,100,344.862531
-5.400503,100,345.200587
-9.159963,100,345.530265
-8.674341,100,345.872772
-4.286478,100,348.181619
-9.44228,100,348.493894
-9.379098,100,348.802756
-5.351622,100,349.111309
-5.077493,100,349.415726
-7.07603,100,349.728512
-10.740279,100,350.055405
-3.967998,100,350.373535
-4.018034,100,350.69542
-1.413369,100,351.031317
-4.585572,100,351.354448
-7.782377,100,351.674914
-4.267353,100,352.009011
-3.352855,100,352.338226
-11.945287,100,352.675803
-6.662616,100,353.009895
-9.543552,100,353.340951
-10.681075,100,353.67177
-9.396239,100,354.003284
-4.355026,100,354.339618
-7.096519,100,356.689399
-8.327679,100,356.987832
-7.351977,100,357.297045
-9.088172,100,357.603401
-9.973682,100,357.91805
-8.128335,100,358.242595
-6.706358,100,358.554559
-3.597052,100,358.888601
-9.507582,100,359.205362
-6.777621,100,359.532432
-11.103538,100,359.853522
-3.202504,100,360.173057
-10.963487,100,360.504828
-8.3131,100,360.836713
-2.570523,100,361.164631
-4.649894,100,361.499629
-6.50911,100,361.825249
-3.718063,100,362.154604
-7.909111,100,362.495361
-5.549548,100,362.840812
-2.455622,100,363.172271
-7.422663,100,365.505995
-3.992741,100,365.821791
-5.183491,100,366.122511
-9.540969,100,366.42843
-10.285779,100,366.75731
-10.382459,100,367.08307
-11.281001,100,367.400444
-7.138985,100,367.727581
-8.768695,100,368.052138
-8.73411,100,368.37708
-3.660162,100,368.694291
-4.157345,100,369.039767
-8.776122,100,369.364468
-7.707611,100,369.689036
-8.125583,100,370.02925
-8.34192,100,370.358763
-6.047344,100,370.692304
-4.133274,100,371.044918
-4.360239,100,371.382734
-7.273204,100,371.718635
-4.584795,100,374.122386
-6.705647,100,374.424716
-3.401696,100,374.725966
-6.632963,100,375.020893
-4.671497,100,375.33894
-7.515458,100,375.641212
-3.969069,100,375.95557
-8.339089,100,376.287205
-5.020907,100,376.612194
-1.367919,100,376.940484
-8.6594,100,377.287269
-4.261724,100,377.61757
-5.509751,100,377.941965
-8.072725,100,378.280888
-9.08865,100,378.606019
-7.373215,100,378.937599
-4.615636,100,379.277534
-6.191605,100,379.611172
-6.370435,100,379.943211
-6.405231,100,380.278329
-4.221986,100,380.620859
-10.626044,100,382.929596
-9.324554,100,383.235781
-8.709237,100,383.562252
-8.132821,100,383.871426
-7.910847,100,384.177712
-4.709595,100,384.497748
-8.103586,100,384.822834
-7.299828,100,385.142723
-7.871526,100,385.473411
-2.107486,100,385.80125
-11.413618,100,386.12035
-10.733205,100,386.443715
-12.139391,100,386.769588
-6.80549,100,387.095529
-11.323019,100,387.416443
-11.254252,100,387.754847
-6.228681,100,388.08132
-4.693797,100,388.41171
-9.870963,100,388.74235
-5.806416,100,389.082756
-2.464047,100,391.46377
-9.120191,100,391.774157
-7.652895,100,392.085571
-7.236772,100,392.393166
-10.49396,100,392.693772
-3.989785,100,392.999232
-4.165752,100,393.317578
-6.577316,100,393.643739
-10.748692,100,393.959826
-10.443676,100,394.289248
-1.199879,100,394.611067
-4.415702,100,394.938205
-3.226453,100,395.273432
-5.863448,100,395.593314
-4.721328,100,395.932513
-4.187036,100,396.266574
-7.383654,100,396.600069
-10.510528,100,396.928602
-8.69087,100,397.263981
-9.313005,100,397.597074
